node_count,bdd_depth,node_reduction,chance_wrong_output,chance_false_true_output,truth_ratio,levels,time,method
3643,73,1.45,15.17,27.4,40.18,2,0.53,ROUNDING_DOWN_2
6166,94,99.98,6.61,6.61,93.39,1,0.04,ROUNDING_DOWN_2
2640,63,1.02,13.31,45.01,16.26,2,0.19,ROUNDING_DOWN_2
1777,52,0.0,0.0,0.0,64.67,1,0.04,ROUNDING_DOWN_2
123,18,0.0,0.0,0.0,8.09,1,0.0,ROUNDING_DOWN_2
1391,46,2.95,30.73,42.98,40.76,2,0.12,ROUNDING_DOWN_2
154,18,13.64,33.46,72.87,12.46,3,0.01,ROUNDING_DOWN_2
5818,91,1.36,23.58,68.26,10.96,3,1.15,ROUNDING_DOWN_2
3677,73,0.0,0.0,0.0,86.33,1,0.06,ROUNDING_DOWN_2
197,19,99.49,41.31,41.31,58.69,3,0.0,ROUNDING_DOWN_2
422,28,0.0,0.0,0.0,58.93,1,0.01,ROUNDING_DOWN_2
3920,75,99.97,34.64,34.64,65.36,3,0.03,ROUNDING_DOWN_2
2820,65,99.96,17.75,17.75,82.25,3,0.02,ROUNDING_DOWN_2
1090,42,99.91,26.77,26.77,73.23,2,0.01,ROUNDING_DOWN_2
4182,78,0.0,0.0,0.0,17.5,1,0.08,ROUNDING_DOWN_2
2024,55,2.62,26.78,38.05,43.6,2,0.27,ROUNDING_DOWN_2
5656,90,99.98,52.63,52.63,47.37,3,0.04,ROUNDING_DOWN_2
2529,62,4.55,45.17,55.28,36.54,3,0.61,ROUNDING_DOWN_2
713,35,1.54,7.82,33.6,15.45,2,0.03,ROUNDING_DOWN_2
3673,75,0.0,0.0,0.0,1.21,1,0.05,ROUNDING_DOWN_2
1970,55,0.0,0.0,0.0,31.93,1,0.03,ROUNDING_DOWN_2
822,37,0.0,0.0,0.0,46.4,1,0.01,ROUNDING_DOWN_2
4023,77,0.0,0.0,0.0,16.97,1,0.07,ROUNDING_DOWN_2
4501,81,2.07,39.08,64.0,21.98,3,0.94,ROUNDING_DOWN_2
1451,48,99.93,24.68,24.68,75.32,2,0.01,ROUNDING_DOWN_2
1360,46,99.93,28.13,28.13,71.87,3,0.01,ROUNDING_DOWN_2
145,18,0.0,0.0,0.0,31.75,1,0.0,ROUNDING_DOWN_2
39,11,12.82,5.86,11.03,47.27,3,0.0,ROUNDING_DOWN_2
4323,80,0.0,0.0,0.0,7.32,1,0.06,ROUNDING_DOWN_2
5984,92,99.98,41.35,41.35,58.65,3,0.04,ROUNDING_DOWN_2
4175,78,0.0,0.0,0.0,28.4,1,0.06,ROUNDING_DOWN_2
270,22,99.63,54.81,54.81,45.19,3,0.0,ROUNDING_DOWN_2
75,13,98.67,34.42,34.42,65.58,1,0.0,ROUNDING_DOWN_2
2010,56,5.02,37.45,44.74,46.25,3,0.46,ROUNDING_DOWN_2
2946,67,0.0,0.0,0.0,13.25,1,0.04,ROUNDING_DOWN_2
3655,73,0.0,0.0,0.0,10.58,1,0.07,ROUNDING_DOWN_2
109,15,99.08,22.78,22.78,77.22,3,0.0,ROUNDING_DOWN_2
1138,43,99.91,11.98,11.98,88.02,3,0.01,ROUNDING_DOWN_2
236,21,8.47,21.61,24.57,66.35,2,0.01,ROUNDING_DOWN_2
1362,46,99.93,26.13,26.13,73.87,3,0.01,ROUNDING_DOWN_2
792,37,0.13,7.06,50.0,7.06,2,0.01,ROUNDING_DOWN_2
38,10,97.37,56.25,56.25,43.75,3,0.0,ROUNDING_DOWN_2
776,36,99.87,10.76,10.76,89.24,3,0.01,ROUNDING_DOWN_2
779,38,2.95,9.26,68.74,4.21,3,0.04,ROUNDING_DOWN_2
2367,60,99.96,20.71,20.71,79.29,3,0.02,ROUNDING_DOWN_2
5227,86,2.33,27.2,32.53,56.42,2,1.15,ROUNDING_DOWN_2
2062,56,99.95,19.61,19.61,80.39,2,0.01,ROUNDING_DOWN_2
1896,54,0.0,0.0,0.0,69.42,1,0.03,ROUNDING_DOWN_2
3278,70,1.92,20.42,30.63,46.23,2,0.48,ROUNDING_DOWN_2
101,15,99.01,11.68,11.68,88.32,1,0.0,ROUNDING_DOWN_2
1167,43,0.0,0.0,0.0,61.23,1,0.02,ROUNDING_DOWN_2
6384,95,99.98,35.14,35.14,64.86,3,0.04,ROUNDING_DOWN_2
3471,72,0.81,19.62,73.89,6.93,3,0.27,ROUNDING_DOWN_2
2469,61,0.0,0.0,0.0,10.56,1,0.04,ROUNDING_DOWN_2
1062,42,1.51,10.04,50.0,10.04,2,0.05,ROUNDING_DOWN_2
5386,88,99.98,27.51,27.51,72.49,3,0.04,ROUNDING_DOWN_2
2033,56,99.95,15.18,15.18,84.82,2,0.02,ROUNDING_DOWN_2
1354,46,1.62,17.16,48.32,18.35,2,0.09,ROUNDING_DOWN_2
3083,67,99.97,23.21,23.21,76.79,2,0.02,ROUNDING_DOWN_2
153,17,99.35,64.55,64.55,35.45,3,0.0,ROUNDING_DOWN_2
134,17,11.19,24.16,43.53,31.34,3,0.01,ROUNDING_DOWN_2
4933,84,99.98,17.49,17.49,82.51,3,0.05,ROUNDING_DOWN_2
7181,100,99.99,66.98,66.98,33.02,3,0.05,ROUNDING_DOWN_2
1380,46,0.0,0.0,0.0,62.24,1,0.02,ROUNDING_DOWN_2
5054,85,0.0,0.0,0.0,42.69,1,0.07,ROUNDING_DOWN_2
1270,45,99.92,40.52,40.52,59.48,2,0.01,ROUNDING_DOWN_2
326,25,99.69,15.5,15.5,84.5,1,0.0,ROUNDING_DOWN_2
249,22,99.6,19.04,19.04,80.96,3,0.0,ROUNDING_DOWN_2
1287,45,0.0,0.0,0.0,71.35,1,0.03,ROUNDING_DOWN_2
3250,69,1.69,18.77,33.28,37.63,2,0.38,ROUNDING_DOWN_2
3946,75,99.97,50.1,50.1,49.9,3,0.03,ROUNDING_DOWN_2
100,15,0.0,0.0,0.0,23.57,1,0.0,ROUNDING_DOWN_2
561,32,99.82,19.88,19.88,80.12,1,0.0,ROUNDING_DOWN_2
210,21,99.52,8.08,8.08,91.92,3,0.0,ROUNDING_DOWN_2
1148,43,2.96,22.75,35.22,41.83,2,0.13,ROUNDING_DOWN_2
5482,88,2.97,39.5,51.86,36.67,3,1.83,ROUNDING_DOWN_2
4453,80,0.0,0.0,0.0,29.83,1,0.07,ROUNDING_DOWN_2
3973,77,99.97,7.32,7.32,92.68,2,0.03,ROUNDING_DOWN_2
3465,71,0.0,0.0,0.0,21.48,1,0.05,ROUNDING_DOWN_2
6676,97,99.99,23.5,23.5,76.5,2,0.06,ROUNDING_DOWN_2
2643,63,99.96,46.3,46.3,53.7,2,0.02,ROUNDING_DOWN_2
770,35,0.0,0.0,0.0,51.43,1,0.01,ROUNDING_DOWN_2
412,27,99.76,25.86,25.86,74.14,3,0.0,ROUNDING_DOWN_2
714,35,0.0,0.0,0.0,75.77,1,0.01,ROUNDING_DOWN_2
4679,82,2.91,46.24,61.98,28.37,3,1.35,ROUNDING_DOWN_2
926,38,99.89,37.27,37.27,62.73,3,0.01,ROUNDING_DOWN_2
571,31,2.1,12.72,50.0,12.72,2,0.03,ROUNDING_DOWN_2
218,22,99.54,14.37,14.37,85.63,1,0.0,ROUNDING_DOWN_2
6488,96,0.0,0.0,0.0,67.59,1,0.11,ROUNDING_DOWN_2
6448,96,99.98,23.48,23.48,76.52,3,0.05,ROUNDING_DOWN_2
2063,55,99.95,30.84,30.84,69.16,3,0.01,ROUNDING_DOWN_2
4416,80,99.98,30.67,30.67,69.33,3,0.03,ROUNDING_DOWN_2
2945,66,1.49,10.08,10.95,81.98,2,0.26,ROUNDING_DOWN_2
1637,50,0.0,0.0,0.0,76.98,1,0.02,ROUNDING_DOWN_2
2266,58,3.97,28.68,32.31,60.07,2,0.38,ROUNDING_DOWN_2
241,21,99.59,35.34,35.34,64.66,2,0.0,ROUNDING_DOWN_2
249,24,99.6,3.32,3.32,96.68,2,0.0,ROUNDING_DOWN_2
1454,48,0.0,0.0,0.0,49.48,1,0.02,ROUNDING_DOWN_2
2829,65,0.0,0.0,0.0,47.53,1,0.04,ROUNDING_DOWN_2
356,26,4.78,15.85,75.0,5.28,3,0.02,ROUNDING_DOWN_2
1412,47,0.0,0.0,0.0,52.79,1,0.02,ROUNDING_DOWN_2
6272,94,0.0,0.0,0.0,17.88,1,0.11,ROUNDING_DOWN_2
721,35,99.86,11.42,11.42,88.58,3,0.01,ROUNDING_DOWN_2
154,19,99.35,6.95,6.95,93.05,1,0.0,ROUNDING_DOWN_2
3815,75,0.0,0.0,0.0,37.15,1,0.07,ROUNDING_DOWN_2
1668,51,3.0,21.98,30.44,50.22,2,0.21,ROUNDING_DOWN_2
3920,76,99.97,9.82,9.82,90.18,2,0.03,ROUNDING_DOWN_2
1155,43,0.0,0.0,0.0,56.75,1,0.02,ROUNDING_DOWN_2
292,23,5.14,17.78,28.98,43.57,2,0.02,ROUNDING_DOWN_2
867,38,99.88,52.51,52.51,47.49,3,0.02,ROUNDING_DOWN_2
291,24,99.66,32.13,32.13,67.87,3,0.0,ROUNDING_DOWN_2
199,20,0.0,0.0,0.0,31.92,1,0.0,ROUNDING_DOWN_2
618,33,1.13,41.45,70.51,17.34,3,0.02,ROUNDING_DOWN_2
3376,70,0.0,0.0,0.0,55.92,1,0.05,ROUNDING_DOWN_2
4735,83,3.0,49.95,62.53,29.92,3,1.44,ROUNDING_DOWN_2
1775,52,2.59,26.39,41.45,37.29,2,0.18,ROUNDING_DOWN_2
462,29,99.78,9.14,9.14,90.86,3,0.0,ROUNDING_DOWN_2
4793,83,0.0,0.0,0.0,45.85,1,0.09,ROUNDING_DOWN_2
2549,61,3.77,46.67,65.22,24.88,3,0.5,ROUNDING_DOWN_2
3763,74,99.97,45.69,45.69,54.31,3,0.03,ROUNDING_DOWN_2
3035,67,0.0,0.0,0.0,31.15,1,0.04,ROUNDING_DOWN_2
4300,79,99.98,28.85,28.85,71.15,3,0.03,ROUNDING_DOWN_2
1909,54,99.95,24.61,24.61,75.39,3,0.01,ROUNDING_DOWN_2
537,30,0.0,0.0,0.0,33.79,1,0.01,ROUNDING_DOWN_2
1102,43,99.91,10.09,10.09,89.91,1,0.01,ROUNDING_DOWN_2
383,26,99.74,38.34,38.34,61.66,3,0.0,ROUNDING_DOWN_2
2897,66,2.66,38.45,64.86,20.83,3,0.5,ROUNDING_DOWN_2
1140,42,99.91,15.28,15.28,84.72,2,0.01,ROUNDING_DOWN_2
1077,41,99.91,11.49,11.49,88.51,1,0.01,ROUNDING_DOWN_2
570,31,99.82,28.97,28.97,71.03,3,0.0,ROUNDING_DOWN_2
492,29,10.57,49.33,62.93,29.06,3,0.05,ROUNDING_DOWN_2
4523,81,99.98,15.78,15.78,84.22,2,0.03,ROUNDING_DOWN_2
1753,52,0.0,0.0,0.0,10.57,1,0.02,ROUNDING_DOWN_2
200,21,99.5,15.21,15.21,84.79,2,0.0,ROUNDING_DOWN_2
5690,90,99.98,13.92,13.92,86.08,3,0.04,ROUNDING_DOWN_2
676,34,99.85,28.09,28.09,71.91,2,0.0,ROUNDING_DOWN_2
2794,64,0.0,0.0,0.0,30.84,1,0.04,ROUNDING_DOWN_2
271,23,99.63,30.21,30.21,69.79,2,0.0,ROUNDING_DOWN_2
491,30,8.96,50.6,62.06,30.94,3,0.06,ROUNDING_DOWN_2
1925,55,99.95,14.01,14.01,85.99,2,0.03,ROUNDING_DOWN_2
4246,78,0.78,19.52,50.0,19.52,2,0.32,ROUNDING_DOWN_2
26,10,0.0,0.0,0.0,33.2,1,0.0,ROUNDING_DOWN_2
2646,63,99.96,16.64,16.64,83.36,2,0.02,ROUNDING_DOWN_2
1329,45,0.0,0.0,0.0,23.49,1,0.03,ROUNDING_DOWN_2
6568,96,0.99,20.11,38.31,32.39,2,1.0,ROUNDING_DOWN_2
2304,59,99.96,23.9,23.9,76.1,3,0.02,ROUNDING_DOWN_2
391,27,6.14,19.96,33.57,39.49,2,0.02,ROUNDING_DOWN_2
955,40,0.0,0.0,0.0,21.58,1,0.01,ROUNDING_DOWN_2
359,26,3.9,2.49,9.07,24.99,2,0.02,ROUNDING_DOWN_2
723,35,99.86,43.14,43.14,56.86,3,0.0,ROUNDING_DOWN_2
391,27,99.74,9.79,9.79,90.21,1,0.0,ROUNDING_DOWN_2
235,21,99.57,32.42,32.42,67.58,2,0.0,ROUNDING_DOWN_2
212,21,99.53,19.89,19.89,80.11,3,0.0,ROUNDING_DOWN_2
2381,60,1.97,38.5,72.8,14.39,3,0.27,ROUNDING_DOWN_2
2188,58,0.0,0.0,0.0,20.81,1,0.03,ROUNDING_DOWN_2
4949,84,2.53,42.31,60.76,27.32,3,1.37,ROUNDING_DOWN_2
704,35,0.0,0.0,0.0,76.76,1,0.01,ROUNDING_DOWN_2
3051,67,99.97,22.51,22.51,77.49,2,0.02,ROUNDING_DOWN_2
6842,98,0.0,0.0,0.0,71.75,1,0.12,ROUNDING_DOWN_2
236,21,99.58,33.91,33.91,66.09,2,0.0,ROUNDING_DOWN_2
1548,49,0.0,0.0,0.0,57.8,1,0.02,ROUNDING_DOWN_2
5302,88,99.98,5.82,5.82,94.18,3,0.04,ROUNDING_DOWN_2
2490,61,99.96,25.56,25.56,74.44,3,0.02,ROUNDING_DOWN_2
424,28,99.76,48.98,48.98,51.02,2,0.0,ROUNDING_DOWN_2
564,31,5.32,21.88,27.38,58.03,2,0.05,ROUNDING_DOWN_2
1910,55,0.0,0.0,0.0,24.65,1,0.03,ROUNDING_DOWN_2
4197,77,2.03,16.36,19.99,65.48,2,0.59,ROUNDING_DOWN_2
1104,42,99.91,39.27,39.27,60.73,2,0.01,ROUNDING_DOWN_2
1550,49,99.94,51.3,51.3,48.7,3,0.01,ROUNDING_DOWN_2
645,33,99.84,24.46,24.46,75.54,3,0.0,ROUNDING_DOWN_2
609,33,2.63,15.11,69.03,6.78,3,0.03,ROUNDING_DOWN_2
1248,45,2.16,16.16,37.02,27.48,2,0.1,ROUNDING_DOWN_2
4479,81,99.98,6.93,6.93,93.07,1,0.03,ROUNDING_DOWN_2
1120,42,0.0,0.0,0.0,47.23,1,0.02,ROUNDING_DOWN_2
2906,67,99.97,5.21,5.21,94.79,2,0.02,ROUNDING_DOWN_2
101,16,4.95,11.27,50.0,11.27,2,0.0,ROUNDING_DOWN_2
3294,70,0.0,0.0,0.0,19.57,1,0.05,ROUNDING_DOWN_2
164,18,99.39,63.32,63.32,36.68,3,0.0,ROUNDING_DOWN_2
217,21,99.54,17.65,17.65,82.35,3,0.0,ROUNDING_DOWN_2
313,24,0.0,0.0,0.0,27.6,1,0.0,ROUNDING_DOWN_2
1307,45,0.0,0.0,0.0,53.97,1,0.02,ROUNDING_DOWN_2
1695,51,99.94,27.94,27.94,72.06,2,0.01,ROUNDING_DOWN_2
500,29,4.4,20.94,40.41,30.88,2,0.04,ROUNDING_DOWN_2
227,21,5.29,22.81,50.0,22.81,2,0.01,ROUNDING_DOWN_2
4703,82,1.45,25.96,43.03,34.38,2,0.66,ROUNDING_DOWN_2
578,31,99.83,59.95,59.95,40.05,2,0.0,ROUNDING_DOWN_2
5227,87,2.6,47.85,64.3,26.57,3,1.37,ROUNDING_DOWN_2
7087,100,99.99,20.33,20.33,79.67,3,0.07,ROUNDING_DOWN_2
2113,57,99.95,21.5,21.5,78.5,3,0.01,ROUNDING_DOWN_2
6975,99,0.47,6.63,7.57,80.99,2,0.48,ROUNDING_DOWN_2
3807,74,99.97,8.56,8.56,91.44,3,0.03,ROUNDING_DOWN_2
1186,44,0.08,3.95,50.0,3.95,2,0.02,ROUNDING_DOWN_2
262,22,4.58,19.12,37.74,31.54,2,0.02,ROUNDING_DOWN_2
1717,51,0.0,0.0,0.0,33.89,1,0.04,ROUNDING_DOWN_2
624,32,99.84,20.24,20.24,79.76,3,0.0,ROUNDING_DOWN_2
6259,94,1.69,33.81,65.51,17.8,3,1.36,ROUNDING_DOWN_2
2851,65,1.19,7.7,33.07,15.57,2,0.24,ROUNDING_DOWN_2
858,38,2.56,20.61,71.65,8.16,3,0.06,ROUNDING_DOWN_2
2971,67,99.97,10.29,10.29,89.71,3,0.02,ROUNDING_DOWN_2
3807,74,1.63,33.02,46.24,38.4,2,0.6,ROUNDING_DOWN_2
6944,99,99.99,47.7,47.7,52.3,3,0.07,ROUNDING_DOWN_2
3545,72,0.93,20.2,41.21,28.81,2,0.31,ROUNDING_DOWN_2
986,40,2.13,15.1,33.59,29.85,2,0.07,ROUNDING_DOWN_2
3935,76,1.52,23.73,74.7,8.04,3,0.5,ROUNDING_DOWN_2
5572,89,0.0,0.0,0.0,55.87,1,0.1,ROUNDING_DOWN_2
5246,87,0.84,16.91,44.6,21.0,2,0.61,ROUNDING_DOWN_2
1419,47,0.0,0.0,0.0,34.54,1,0.02,ROUNDING_DOWN_2
493,30,99.8,10.24,10.24,89.76,1,0.0,ROUNDING_DOWN_2
340,25,99.71,50.46,50.46,49.54,2,0.0,ROUNDING_DOWN_2
2435,61,0.57,9.05,50.0,9.05,2,0.12,ROUNDING_DOWN_2
3297,69,99.97,65.1,65.1,34.9,3,0.04,ROUNDING_DOWN_2
1744,53,99.94,9.86,9.86,90.14,2,0.01,ROUNDING_DOWN_2
1049,41,6.77,50.44,60.75,32.59,3,0.16,ROUNDING_DOWN_2
1803,53,4.05,36.23,55.32,29.26,3,0.31,ROUNDING_DOWN_2
6712,97,99.99,33.74,33.74,66.26,3,0.04,ROUNDING_DOWN_2
537,30,4.1,19.27,34.11,37.23,2,0.04,ROUNDING_DOWN_2
367,26,0.0,0.0,0.0,59.68,1,0.01,ROUNDING_DOWN_2
1103,42,3.72,39.02,68.7,17.78,3,0.14,ROUNDING_DOWN_2
3467,71,1.07,16.58,42.29,22.63,2,0.38,ROUNDING_DOWN_2
3632,73,0.0,0.0,0.0,23.41,1,0.05,ROUNDING_DOWN_2
657,33,6.24,38.52,69.05,17.26,3,0.07,ROUNDING_DOWN_2
2838,65,1.3,19.88,43.34,25.98,2,0.28,ROUNDING_DOWN_2
1178,43,99.92,31.33,31.33,68.67,3,0.01,ROUNDING_DOWN_2
1340,46,0.0,0.0,0.0,86.24,1,0.02,ROUNDING_DOWN_2
3276,69,1.53,21.82,40.4,32.19,2,0.36,ROUNDING_DOWN_2
979,39,0.0,0.0,0.0,37.08,1,0.01,ROUNDING_DOWN_2
76,14,1.32,10.44,50.0,10.44,2,0.0,ROUNDING_DOWN_2
2697,63,1.37,13.97,15.49,76.19,2,0.22,ROUNDING_DOWN_2
256,22,10.94,38.33,62.76,22.74,3,0.03,ROUNDING_DOWN_2
6669,97,0.0,0.0,0.0,51.73,1,0.12,ROUNDING_DOWN_2
4327,79,99.98,27.66,27.66,72.34,3,0.03,ROUNDING_DOWN_2
2515,62,99.96,20.0,20.0,80.0,3,0.03,ROUNDING_DOWN_2
412,28,0.0,0.0,0.0,23.52,1,0.01,ROUNDING_DOWN_2
1519,50,0.39,7.33,50.0,7.33,2,0.04,ROUNDING_DOWN_2
3428,71,1.72,32.06,67.88,15.17,3,0.5,ROUNDING_DOWN_2
6418,96,0.48,4.38,37.91,7.18,2,0.48,ROUNDING_DOWN_2
1316,46,0.0,0.0,0.0,8.48,1,0.04,ROUNDING_DOWN_2
1596,50,1.32,14.04,41.93,19.44,2,0.11,ROUNDING_DOWN_2
2928,66,0.0,0.0,0.0,69.4,1,0.04,ROUNDING_DOWN_2
6272,94,2.85,43.48,55.37,35.05,3,2.28,ROUNDING_DOWN_2
199,20,99.5,22.71,22.71,77.29,1,0.0,ROUNDING_DOWN_2
2856,65,1.23,19.16,44.1,24.29,2,0.31,ROUNDING_DOWN_2
5572,89,99.98,16.97,16.97,83.03,1,0.04,ROUNDING_DOWN_2
2872,66,0.0,0.0,0.0,7.1,1,0.06,ROUNDING_DOWN_2
3593,72,2.95,14.71,16.78,72.91,2,0.73,ROUNDING_DOWN_2
116,16,99.14,11.98,11.98,88.02,2,0.0,ROUNDING_DOWN_2
300,23,99.67,39.39,39.39,60.61,2,0.0,ROUNDING_DOWN_2
622,33,0.0,0.0,0.0,81.99,1,0.01,ROUNDING_DOWN_2
2920,66,3.08,29.95,35.13,55.3,2,0.55,ROUNDING_DOWN_2
6044,93,1.22,21.98,64.08,12.32,3,1.04,ROUNDING_DOWN_2
3258,69,0.0,0.0,0.0,49.59,1,0.05,ROUNDING_DOWN_2
3692,73,99.97,32.76,32.76,67.24,3,0.03,ROUNDING_DOWN_2
4567,81,0.0,0.0,0.0,52.37,1,0.07,ROUNDING_DOWN_2
229,22,5.24,25.81,75.0,8.6,3,0.01,ROUNDING_DOWN_2
486,30,0.0,0.0,0.0,46.22,1,0.01,ROUNDING_DOWN_2
40,11,0.0,0.0,0.0,6.25,1,0.0,ROUNDING_DOWN_2
3477,72,0.0,0.0,0.0,75.31,1,0.07,ROUNDING_DOWN_2
1630,50,99.94,61.74,61.74,38.26,3,0.01,ROUNDING_DOWN_2
2209,59,1.9,29.78,70.91,12.22,3,0.23,ROUNDING_DOWN_2
308,25,99.68,13.76,13.76,86.24,3,0.0,ROUNDING_DOWN_2
3863,76,99.97,8.21,8.21,91.79,1,0.04,ROUNDING_DOWN_2
3090,67,1.65,19.52,33.33,39.06,2,0.35,ROUNDING_DOWN_2
2135,57,1.12,17.93,41.39,25.39,2,0.15,ROUNDING_DOWN_2
128,18,5.47,23.67,75.0,7.89,3,0.01,ROUNDING_DOWN_2
65,13,0.0,0.0,0.0,24.66,1,0.0,ROUNDING_DOWN_2
4809,83,0.0,0.0,0.0,45.91,1,0.07,ROUNDING_DOWN_2
2330,59,0.0,0.0,0.0,57.28,1,0.03,ROUNDING_DOWN_2
961,41,1.25,6.41,75.0,2.14,3,0.04,ROUNDING_DOWN_2
34,11,97.06,22.36,22.36,77.64,3,0.0,ROUNDING_DOWN_2
156,18,0.0,0.0,0.0,72.34,2,0.0,ROUNDING_DOWN_2
253,22,99.6,10.69,10.69,89.31,3,0.0,ROUNDING_DOWN_2
3290,70,99.97,10.36,10.36,89.64,1,0.02,ROUNDING_DOWN_2
6982,99,0.0,0.0,0.0,31.95,1,0.12,ROUNDING_DOWN_2
1849,53,3.08,27.13,29.35,65.31,2,0.22,ROUNDING_DOWN_2
5401,87,99.98,38.7,38.7,61.3,3,0.04,ROUNDING_DOWN_2
1167,44,99.91,17.14,17.14,82.86,1,0.01,ROUNDING_DOWN_2
3367,70,99.97,29.26,29.26,70.74,3,0.02,ROUNDING_DOWN_2
366,26,99.73,15.79,15.79,84.21,3,0.0,ROUNDING_DOWN_2
32,10,96.88,69.24,69.24,30.76,3,0.0,ROUNDING_DOWN_2
6752,97,2.25,40.54,60.03,26.99,3,2.11,ROUNDING_DOWN_2
1455,47,99.93,35.44,35.44,64.56,3,0.01,ROUNDING_DOWN_2
6641,97,0.0,0.0,0.0,67.31,1,0.1,ROUNDING_DOWN_2
769,36,0.0,0.0,0.0,45.77,1,0.01,ROUNDING_DOWN_2
2829,65,99.96,7.7,7.7,92.3,3,0.02,ROUNDING_DOWN_2
1567,49,99.94,36.39,36.39,63.61,2,0.01,ROUNDING_DOWN_2
1868,53,99.95,29.12,29.12,70.88,3,0.01,ROUNDING_DOWN_2
6815,98,0.0,0.0,0.0,82.44,1,0.12,ROUNDING_DOWN_2
6571,97,0.59,6.36,45.06,7.75,2,0.56,ROUNDING_DOWN_2
123,17,0.0,0.0,0.0,28.59,1,0.0,ROUNDING_DOWN_2
171,18,7.02,21.38,38.97,33.48,2,0.01,ROUNDING_DOWN_2
1832,53,0.0,0.0,0.0,69.63,1,0.03,ROUNDING_DOWN_2
1624,50,0.0,0.0,0.0,26.15,1,0.04,ROUNDING_DOWN_2
7125,100,99.99,54.19,54.19,45.81,3,0.05,ROUNDING_DOWN_2
6849,98,2.82,49.23,59.27,33.84,3,2.57,ROUNDING_DOWN_2
5304,87,2.55,41.24,60.02,27.47,3,1.47,ROUNDING_DOWN_2
187,20,11.23,25.17,48.84,26.37,3,0.01,ROUNDING_DOWN_2
6008,93,99.98,7.91,7.91,92.09,2,0.06,ROUNDING_DOWN_2
5654,90,0.0,0.0,0.0,74.59,1,0.1,ROUNDING_DOWN_2
440,28,9.77,45.92,62.91,27.07,3,0.04,ROUNDING_DOWN_2
2079,57,3.8,9.93,10.65,83.3,3,0.36,ROUNDING_DOWN_3
6165,94,1.67,30.9,66.63,15.48,3,1.47,ROUNDING_DOWN_3
1649,50,4.06,43.89,54.33,36.89,3,0.28,ROUNDING_DOWN_3
4395,80,2.03,40.21,67.21,19.61,3,1.03,ROUNDING_DOWN_3
6512,96,2.96,29.86,31.69,64.38,3,2.28,ROUNDING_DOWN_3
214,23,0.0,0.0,0.0,98.67,1,0.01,ROUNDING_DOWN_3
4670,82,2.89,44.59,59.88,29.88,3,1.38,ROUNDING_DOWN_3
3656,73,0.77,10.63,47.03,11.98,2,0.29,ROUNDING_DOWN_3
1960,55,4.54,19.62,21.55,71.43,2,0.35,ROUNDING_DOWN_3
4314,79,5.7,28.88,29.16,70.15,3,1.96,ROUNDING_DOWN_3
411,27,0.0,0.0,0.0,85.46,1,0.01,ROUNDING_DOWN_3
4417,80,3.46,14.31,14.9,81.68,3,1.41,ROUNDING_DOWN_3
138,17,13.04,25.65,72.12,9.92,3,0.01,ROUNDING_DOWN_3
3716,74,1.16,14.35,42.62,19.32,2,0.43,ROUNDING_DOWN_3
4193,78,0.0,0.0,0.0,51.88,1,0.08,ROUNDING_DOWN_3
4981,85,0.0,0.0,0.0,85.91,1,0.07,ROUNDING_DOWN_3
113,15,7.08,25.81,50.0,25.81,2,0.01,ROUNDING_DOWN_3
4674,83,0.0,0.0,0.0,93.29,1,0.07,ROUNDING_DOWN_3
6540,96,2.84,19.17,20.53,74.19,2,2.16,ROUNDING_DOWN_3
381,26,0.0,0.0,0.0,85.42,1,0.01,ROUNDING_DOWN_3
5245,87,0.0,0.0,0.0,36.19,1,0.07,ROUNDING_DOWN_3
3574,72,1.59,18.94,29.32,45.66,2,0.53,ROUNDING_DOWN_3
1167,43,6.43,29.58,31.63,63.94,2,0.18,ROUNDING_DOWN_3
1465,50,99.93,5.65,5.65,94.35,2,1.57,ROUNDING_DOWN_3
604,32,10.76,48.03,55.65,38.27,3,0.09,ROUNDING_DOWN_3
1191,43,4.95,39.66,50.53,38.83,3,0.18,ROUNDING_DOWN_3
2413,60,0.0,0.0,0.0,68.15,1,0.05,ROUNDING_DOWN_3
33,11,0.0,0.0,0.0,19.04,1,0.0,ROUNDING_DOWN_3
178,19,8.43,36.15,52.66,32.5,3,0.01,ROUNDING_DOWN_3
160,18,2.5,9.69,11.95,71.39,2,0.0,ROUNDING_DOWN_3
653,33,7.96,48.06,66.01,24.74,3,0.1,ROUNDING_DOWN_3
2642,63,1.17,2.36,2.46,93.57,3,0.17,ROUNDING_DOWN_3
4003,76,4.02,47.7,57.57,35.16,3,1.42,ROUNDING_DOWN_3
214,21,0.0,0.0,0.0,63.48,1,0.0,ROUNDING_DOWN_3
2771,64,3.28,22.04,25.83,63.27,2,0.5,ROUNDING_DOWN_3
1130,43,5.93,33.3,33.3,66.7,2,0.16,ROUNDING_DOWN_3
212,20,4.72,32.29,41.09,46.28,2,0.01,ROUNDING_DOWN_3
300,23,9.0,23.58,28.26,59.87,2,0.03,ROUNDING_DOWN_3
4550,81,7.05,37.08,37.87,60.83,3,2.49,ROUNDING_DOWN_3
7096,100,2.87,18.61,19.63,76.22,3,3.13,ROUNDING_DOWN_3
200,20,10.5,36.01,73.67,12.87,3,0.02,ROUNDING_DOWN_3
5583,89,3.04,16.01,16.96,78.36,3,2.08,ROUNDING_DOWN_3
230,21,1.3,7.14,50.0,7.14,2,0.01,ROUNDING_DOWN_3
5750,90,5.41,35.63,36.85,61.07,3,3.17,ROUNDING_DOWN_3
